Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Reason_Sustainability,Sustainability_exp,Reason_Future,Future_exp,Reason_Upgrade,Upgrade_exp,Reason_Building,Building_exp,Reason_Financial,Financial_exp,Reason_Technology,Technology_exp,Reason_Research,Research_exp,Reason_Planned,Planned_exp,Reason_Replacement,Replacement_exp,Reason_Other,Other_exp,Date_Survey,Name_Survey,House_Type,House_Form_x,House_Env,House_Age_x,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp_x,MCS_SCOP_x,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,HP_NoRec_R1,HP_NoRec_R2,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Date_Installation,Name_Install,HP_Installed_x,HP_Installed_Detail,HP_Brand_x,HP_Model_x,HP_Size_kW_x,HP_Refrigerant_x,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Comment,Included_SPF_analysis,Excluded_SPF_analysis_reason,Postcode,House_Form_y,House_Age_y,HP_Installed_y,HP_Brand_y,HP_Model_y,HP_Size_kW_y,HP_Refrigerant_y,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,MCS_Flow_Temp_y,MCS_SCOP_y,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
E.ON,EOH0337,NE3,,Working Full time (>30hrs),Manager,"50,001+",2020-12-08T00:00:00.000Z,Owner-Occupied,22.0,AB,3.0,YES,,NO,,YES,,NO,,YES,grant/free,NO,,NO,,NO,,NO,,NO,,04/01/2021,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,None - Installation not recommended,Practical_SpaceExternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0338,RH1,77.0,Retired,Pensioner,Prefer not to say,2020-12-19T00:00:00.000Z,Owner-Occupied,50.0,DE,3.0,Yes,,No,,No,,No,,Yes,,Yes,,Yes,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0339,EH45,44.0,Working Full time (>30hrs),Professional,"12,501 - 16,200",2020-09-02T00:00:00.000Z,Owner-Occupied,5.0,C1,3.0,Yes,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,House,End-Terrace,Suburban,2001+,,,,,,,,,,,,,,Yes,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0340,RG18,57.0,Retired,Professional,"30,001 - 40,000",2020-07-26T00:00:00.000Z,Owner-Occupied,7.0,DE,4.0,Yes,We have an electric car.\nWe are planning for solar but need to get our roof refelted first. \nI have been researching AirSource heat pumps and its something we want to do. Our neighbour has a heat pump for 4-5 years,No,"I dont understand this expression ""future proof"" a house. \nWe want a low carbon heating system. Im not sure that future proofs anything",Yes,"As above we have been researching heat pumps. We actualy did the ""numbers"" and the car was producing more CO2 than our boil so that got done first.\nWe also have concerns about finding the right heat pump installation company",No,,Yes,,Yes,"I have a technology background. I look at and research these things. We ""jumped"" into the electric car market when we through it was ready but had been researching it for over a year before we made the change.",Yes,,Yes,As above. We believe replacing the (very old) oil boiler for a heat pump is the right thing for us and the planet (Carbon/CO2) but need to either work out the details ourselves or find somebody we trust to advise us. Im also concerned about the other parts of the heating system that should or would need to be replaced if we had a boiler that operated at lower temperatures (ie do we need to replace all the radiators),No,,Yes,"I believe the running costs of a heat pump would be lower, but its a costly project and what would be the ROI? (We like numbers, we could not do a project like this without calculating when we break even.)",18/02/2021,Retrofitworks,House,Detached,Suburban,1919-1944,,2.0,0.0,2.0,108.0,8.0,3.0,8.0,2.4,Cavity_Insulated,Solid,Pitched,Double,No,Oil,Oil Boiler,,Water,100,0.0,0.0,0.0,No,No,,,7.3,75.94,19952.42,3650.0,1067.25,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,966.18,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0341,OX76,51.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2021-01-20T00:00:00.000Z,Owner-Occupied,14.0,C1,4.0,Yes,"We currently heat our house with a wood burner with a back boiler on the back, this is very difficult so end up using electric heaters in some rooms to help with heating and an immersion to heat the hot water when it is cold, so as well as hard work it is an expensive and  not a very green way to heat our house",Yes,"we are really keen to bring our house unto date with the heating and hot water system as it is a mixture of electric heaters and radiators in lots of rooms, and some only have electric heaters so need updating and have a radiator installed back in. All in all replacing it with an air source heat pump will improve the efficiency and heat we can get into the house.",Yes,"We are really keen to get an air source heat pump fitted, as we find it hard work with the back boiler on the wood burner, so quite often resort to electric heaters in the rooms also, which is difficult and expensive",No,"We are not having any building works done, we just would like an air source heat pump fitted to improve our heating system and bring us upto date.",Yes,It is a very big expense to put the complete heating system in so having some help with the cost would be great,Yes,"We love the idea of an air source heat pump, and being able to improve our effect on the environment.",Yes,"If we can help improve things in the future for us and others with the efficiency of there homes, that would be great",Yes,we have contacted a supplier and made the initial enquiries as we very much think this is the best and most efficient heating system for our house as we are not on mains gas,Yes,"We do need to update our heating system, due to the difficulties running a wood burner and cost of running electric heaters",No,,04/02/2021,Retrofitworks,House,Semi-Detached,Rural,Pre 1919,,2.0,0.0,2.0,192.36,8.0,4.0,8.0,3.0,Solid_No_insulation,Solid,Pitched,Double,No,Electricity,Electric - Warm air,Fire - Wood,Water,100,0.0,0.0,0.0,No,No,,,11.19,11.19,29137.0,5458.0,164.0,48.0,3.78,Yes,No,Yes,Yes,ASHP,,,,14316.8,0.0,973.0,14.0,,Yes,,,09/03/2021,Cotswold Green Energy,ASHP,,Mitsubishi,PUZ-WM112VAA,11.2,R32,,Water_New,170.0,,1.0,0.0,0.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,3864.0,1853.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,,True,,OX76,Semi-Detached,Pre 1919,ASHP,Mitsubishi,PUZ-WM112VAA,11.2,R32,2021-04-12T12:02:00.000Z,2023-09-28T23:58:00.000Z,899.5,2021-04-12T12:02:00.000Z,2023-09-28T23:56:00.000Z,899.5,2022-08-29T00:00:00.000Z,2023-08-29T00:00:00.000Z,3.3,0.357,2.236,2.236,2.19,5090.66,11146.05,0.05,0.0,106.18,,-1.544,-40.84,1.69,44.22,45.36,40.91,44.72,41.39,60.0,False,0.0,cleaned,0.997,0.78,0.997,,0.997,,392.0,2.246,0.035,2.244,2.241,0.03,2.242,2.19,0.026,2.191,48.0,3.78,True,2023-01-17T00:00:00.000Z,1.737,-2.05,1.77,-4.97,18.11,19.24,16.66,51.48,89.42,0.0,0.0,0.78,,1.0,1.0,1.0,,1.0,
E.ON,EOH0342,NE5,28.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-07-24T00:00:00.000Z,Owner-Occupied,3.0,C1,1.0,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0343,SO30,47.0,Unemployed,Professional,"50,001+",2021-02-08T00:00:00.000Z,Owner-Occupied,19.0,DE,3.0,Yes,I think its important to stop harming the environment and wold like a greener solution to heating my home and sourcing my electricity. I am put off by the significant upfront costs that seem to take man years to recover.,Yes,No new gas boilers are to be installed in new builds. Our current boiler is approx 30 years old. Rather than replace with a new gas boiler I would prefer a greener/lower carbon solution.,Yes,,No,,Yes,"The significant upfront cost of installing a heat pump stops this being an option for me, along with the high electricity cost of running the system. If the system was free of charge then it makes sense to do it. I would love to have this in my home and help the environment at the same time.",Yes,,Yes,,No,,Yes,"the answer to this question is yes and no. Our system is all fully working but is old. our boiler is around 30 years old therefore probably using more gas than a newer condensing boiler would, therefore i need to be considering options.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0344,NE15,34.0,Working Full time (>30hrs),Professional,"30,001 - 40,000",2020-10-08T00:00:00.000Z,Owner-Occupied,3.0,AB,2.0,NO,,NO,,NO,,NO,,YES,Potential for bill savings,YES,,NO,,NO,,NO,,NO,,21/10/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,D,2.0,0.0,2.0,96.0,4.0,2.0,8.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,,,,,,,,No,No,No,No,None - Installation not recommended,Practical_Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0345,DL13,,Working Full time (>30hrs),Clerical,"50,001+",2021-08-12T00:00:00.000Z,Owner-Occupied,1.0,C1,1.0,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,18/08/2021,Energist,House,Mid-Terrace,Suburban,Before 1900,C,2.0,0.0,2.0,213.0,6.0,4.0,10.0,2.4,Cavity_Insulated,Solid,Pitched,Double,No,Oil,Oil Boiler - Standard,,Water,200,5.0,0.0,0.0,No,No,,,5.01,29.59,12523.0,4270.0,0.0,45.0,3.77,Yes,No,Yes,Yes,ASHP,,,None Required,12797.72,,761.0,12.9,6.75,Yes,,,13/09/2021,Energist,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,,Water_new,250.0,,1.0,5.0,0.0,0.0,,,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5623.74,1752.34,,2245.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,False,Less than 1yr data available,DL13,Mid-Terrace,Before 1900,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,3.77,False,,,,,,,,,,,,,,,0.0,0.0,,,,
Warmworks,EOH0346,TD9,33.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-07-13T00:00:00.000Z,Owner-Occupied,10.0,C1,5.0,Yes,,Yes,,Yes,,No,,No,,No,,No,,No,,No,,No,,23/09/2020,Warmworks,House,Semi-Detached,Rural,2001+,A,2.0,2.0,2.0,181.0,6.0,4.0,6.0,2.6,Solid_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,4610.0,,6.8,49.4,15666.0,3566.0,2038.0,45.0,4.14,Yes,No,Yes,Yes,ASHP,,,,,,1076.0,14.0,3.0,Yes,,,19/04/2021,BRB Electrical Ltd,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,0.0,Water_New,200.0,,1.0,15.0,,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,8575.73,3572.208,1610.23,4058.64,,,,,,,3.0,0.0,,True,,TD9,Semi-Detached,2001+,ASHP,Mitsubishi,PUZ-WM85VAA,8.5,R32,2021-04-21T10:52:00.000Z,2023-01-21T13:22:00.000Z,640.1,2021-04-21T10:54:00.000Z,2023-01-21T13:20:00.000Z,640.1,2022-01-05T00:00:00.000Z,2023-01-05T00:00:00.000Z,2.0,0.001,3.505,3.224,3.206,5097.72,15771.69,569.27,0.0,29.0,,-0.635,-15.33,1.18,38.12,41.33,34.43,40.33,36.39,62.37,False,0.0,cleaned,0.999,0.999,0.999,,0.999,,200.0,3.585,0.053,3.608,3.324,0.064,3.355,3.302,0.062,3.332,45.0,4.14,True,2022-12-13T00:00:00.000Z,2.528,-7.92,-2.77,-11.6,10.25,12.92,6.87,51.3,128.31,1.36,0.0,0.2,,1.0,1.0,1.0,,1.0,
E.ON,EOH0347,NE13,42.0,Working Full time (>30hrs),Professional,"50,001+",2020-08-11T00:00:00.000Z,Owner-Occupied,6.0,AB,2.0,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,18/09/2020,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0348,BN23,,Retired,Pensioner,"30,001 - 40,000",2020-07-03T00:00:00.000Z,Owner-Occupied,22.0,DE,3.0,Yes,We are enthusiastic about reducing our carbon footprint for future generations,Yes,The current system is coming to the end of its life and weï¿½d this offer is the only way we could ï¿½low carbonï¿½ the house for the future,Yes,Seems a long term prospect for achieving a worthwhile goal,Yes,Already stated that the current system must be coming to the end of its efficient life,Yes,Clearly this has to be an added incentive,Yes,Very interested to see if this technology will be effective in this area,Yes,See last answer,No,Considered it but too expensive,Yes,As a previous answer,No,,19/07/2020,Retrofitworks,House,,,1991-2000,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0349,EH11,37.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-08T00:00:00.000Z,Owner-Occupied,2.0,C1,4.0,Yes,,Yes,,No,,No,,No,,Yes,,No,,No,,No,,No,,03/09/2020,Warmworks,House,Mid-Terrace,Urban,Pre 1919,C,2.0,1.0,3.0,140.39,6.0,4.0,6.0,2.84,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,,,,,,,,,,Yes,No,Yes,No,None - Installation not recommended,Technical_Comfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0350,KY2,38.0,Working Part time,Professional,Prefer not to say,2020-10-14T00:00:00.000Z,Owner-Occupied,32.0,C1,1.0,No,,Yes,,No,,No,,No,,Yes,,No,,No,,Yes,,No,,,,House,Mid-Terrace,Urban,1945-1964,,,,,,,,,,,,,,No,Coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionTime,Social_Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0351,KY1,43.0,Working Full time (>30hrs),Manager,"50,001+",2020-11-09T00:00:00.000Z,Owner-Occupied,4.0,AB,2.0,Yes,,No,,No,,No,,Yes,,Yes,,No,,No,,No,,No,,29/01/2021,Warmworks,House,Mid-Terrace,Urban,1965-1980,D,2.0,2.0,2.0,97.85,4.0,3.0,4.0,2.6,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,12.0,80.3,18236.0,3821.0,0.0,50.0,3.92,Yes,No,Yes,Yes,ASHP,,,,,,1184.27,18.0,5.0,Yes,,,03/05/2021,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,,1.0,,9.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,17943.13,3572.21,1610.23,2435.18,,,,,,,3.0,0.0,,False,Less than 1yr data available,KY1,Mid-Terrace,1965-1980,HT_ASHP,Vaillant,VWL 125/6 A 230V S2,12.0,R290,2021-06-08T09:00:00.000Z,2022-05-03T23:58:00.000Z,329.62,2021-06-08T09:02:00.000Z,2022-05-03T23:56:00.000Z,329.62,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,50.0,3.92,True,2021-11-28T00:00:00.000Z,2.564,0.35,3.2,-2.78,15.08,15.78,14.44,30.74,78.81,0.0,0.0,0.29,,1.0,1.0,,,1.0,
OVO,EOH0352,ME12,71.0,Retired,Manager,Prefer not to say,2021-01-15T00:00:00.000Z,Owner-Occupied,,DE,3.0,Yes,,Yes,I need a system that will keep my husband and myself warm at a reasonable running cost. I want to look at all options but like the idea of a wet underfloor heating system.,No,We only have electric radiators...I donï¿½t know what options will be available or the cost.,Yes,See previous comments.  Before our building works commence we need to know what will be the most efficient and effective way of heating our retirement home.,Yes,We are pensioners. We need to watch our pennies hence the move to a retirement property. I am always reading magazines online to find out what new technology is available,Yes,We have to get this right. This will be our forever home. I am always reading up on new technology and looking at how we can be cost effective and carbon neutral - or as near as we can be.,Yes,You tell me more...,No,I donï¿½t know. You need to expand the choice of options here....We need to know what is out there.....if it is noisy then it wonï¿½t be suitable for us. If it blows air into the home it wonï¿½t be suitable either.,Yes,Old electric wall hung radiators with no central heating is likely to kill us off! We are used to a gas central heating system in our current home. We have to get this right...,No,Your form needs amending. We have no boiler but I had to enter incorrect information in order to proceed....,17/02/2021,Retrofitworks,House,Semi-Detached,Suburban,2001+,C,2.0,0.0,1.0,53.0,3.0,2.0,3.0,2.4,Cavity_Insulated,Solid,Pitched,Double,No,Electricity,Electric - Storage,,,,0.0,0.0,0.0,No,No,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0353,NE7,50.0,Working Full time (>30hrs),Manager,"50,001+",2020-11-18T00:00:00.000Z,Owner-Occupied,14.0,AB,4.0,YES,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,10/12/2020,Phoenix,House,Detached,Urban,1950 - 1966,,2.0,3.0,2.0,220.0,7.0,4.0,10.0,2.5,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Gas,Water,250,0.0,1.0,1.0,Yes - Ground Loop,Yes,11951.0,,,,,,,,,Yes,Yes,Yes,Yes,None - Installation not recommended,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0354,EH6,45.0,Working Part time,Professional,"30,001 - 40,000",2020-08-05T00:00:00.000Z,Owner-Occupied,10.0,C1,2.0,Yes,Likes the idea of making the house as green as possible and move away from gas.,Yes,,No,,No,,No,,Yes,,No,,No,,No,,No,,07/09/2020,Warmworks,House,End-Terrace,Urban,1919-1944,D,2.0,0.0,2.0,86.08,3.0,2.0,3.0,2.7,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,3.9,69.8,11807.0,2674.0,1110.0,55.0,3.06,No,No,Yes,Yes,HT_ASHP,,,,,,891.0,14.0,3.0,Yes,,,08/03/2021,BRB Electrical Ltd,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,0.0,Water_New,150.0,,1.0,,7.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,11215.18,3508.27,1610.23,1894.03,,,,,,,2.0,0.0,,False,Less than 1yr data available,EH6,End-Terrace,1919-1944,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,2021-03-09T13:56:00.000Z,2022-03-08T23:58:00.000Z,364.42,2021-03-09T13:58:00.000Z,2022-03-08T23:56:00.000Z,364.42,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,55.0,3.06,False,2021-04-17T00:00:00.000Z,3.259,0.07,0.14,-0.01,,,,9.31,30.33,0.0,0.0,0.64,,1.0,1.0,,,1.0,
E.ON,EOH0355,NE27,51.0,Working Full time (>30hrs),Manager,"50,001+",2021-07-28T00:00:00.000Z,Owner-Occupied,12.0,C1,2.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,09/08/2021,Energist,House,Detached,Suburban,1991 - 1995,D,2.0,0.0,2.0,130.0,6.0,4.0,11.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,No,Electricity,Electric Boiler,,Water,150,0.0,0.0,0.0,No,No,,,4.18,53.6,10543.0,3933.0,0.0,45.0,3.77,Yes,No,Yes,Yes,ASHP,,,None Required,13422.67,,671.0,12.5,3.8,Yes,,,06/09/2021,Energist,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,,Water_new,200.0,,1.0,10.0,0.0,0.0,,,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5623.74,1752.34,,2870.84,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,True,,NE27,Detached,1991 - 1995,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,2021-09-13T12:12:00.000Z,2022-12-29T16:24:00.000Z,472.18,2021-09-13T12:14:00.000Z,2022-12-29T16:22:00.000Z,472.17,2021-12-29T00:00:00.000Z,2022-12-29T00:00:00.000Z,3.3,0.563,2.442,2.442,2.431,4408.74,10717.04,0.0,0.0,19.57,,-1.328,-35.23,1.54,46.97,47.0,42.28,48.62,43.69,63.47,False,0.0,cleaned,0.997,0.997,,,0.997,,99.0,2.465,0.018,2.461,2.465,0.018,2.461,2.454,0.017,2.45,45.0,3.77,False,2022-12-13T00:00:00.000Z,,-5.52,-2.97,-7.94,15.08,17.26,12.23,,72.15,0.0,0.0,0.13,,1.0,1.0,,,1.0,
